date,city,job_type,list_price,discount,booked,gmv,units
2024-01-01,Delhi,cleaning,523.3,0.0,0,0.0,1
2024-01-01,Delhi,cleaning,517.71,0.0,0,0.0,1
2024-01-01,Delhi,cleaning,482.33,0.0,0,0.0,1
2024-01-01,Delhi,cleaning,514.95,0.0,1,514.95,1
2024-01-01,Delhi,cleaning,475.65,0.0,1,475.65,1
2024-01-01,Delhi,cleaning,493.68,0.228,1,381.34,1
2024-01-01,Delhi,cleaning,517.5,0.176,0,0.0,1
2024-01-01,Delhi,cleaning,508.42,0.0,0,0.0,1
2024-01-01,Delhi,cleaning,500.63,0.0,0,0.0,1
2024-01-01,Delhi,cleaning,493.4,0.143,0,0.0,1
2024-01-01,Delhi,cleaning,514.58,0.0,0,0.0,1
2024-01-01,Delhi,cleaning,509.46,0.0,1,509.46,1
2024-01-01,Delhi,cleaning,497.42,0.0,0,0.0,1
2024-01-01,Delhi,cleaning,518.58,0.0,0,0.0,1
2024-01-01,Delhi,cleaning,485.52,0.0,1,485.52,1
2024-01-02,Delhi,cleaning,492.27,0.0,1,492.27,1
2024-01-02,Delhi,cleaning,508.84,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,503.71,0.202,0,0.0,1
2024-01-02,Delhi,cleaning,484.41,0.238,1,369.17,1
2024-01-02,Delhi,cleaning,502.15,0.182,1,410.67,1
2024-01-02,Delhi,cleaning,518.06,0.136,0,0.0,1
2024-01-02,Delhi,cleaning,507.32,0.0,1,507.32,1
2024-01-02,Delhi,cleaning,497.59,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,490.1,0.133,0,0.0,1
2024-01-02,Delhi,cleaning,478.34,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,486.26,0.0,1,486.26,1
2024-01-02,Delhi,cleaning,474.61,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,523.28,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,485.15,0.0,1,485.15,1
2024-01-02,Delhi,cleaning,514.71,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,482.47,0.161,1,404.6,1
2024-01-02,Delhi,cleaning,488.2,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,494.92,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,490.24,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,513.89,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,521.84,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,517.73,0.0,1,517.73,1
2024-01-02,Delhi,cleaning,481.71,0.0,1,481.71,1
2024-01-02,Delhi,cleaning,512.81,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,481.43,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,519.63,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,499.89,0.156,0,0.0,1
2024-01-02,Delhi,cleaning,490.84,0.0,1,490.84,1
2024-01-02,Delhi,cleaning,481.89,0.082,1,442.19,1
2024-01-02,Delhi,cleaning,474.64,0.069,1,442.03,1
2024-01-02,Delhi,cleaning,486.42,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,519.66,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,513.83,0.16,0,0.0,1
2024-01-02,Delhi,cleaning,522.44,0.094,1,473.14,1
2024-01-02,Delhi,cleaning,479.08,0.055,1,452.8,1
2024-01-02,Delhi,cleaning,503.6,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,486.88,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,501.14,0.075,0,0.0,1
2024-01-02,Delhi,cleaning,490.04,0.079,0,0.0,1
2024-01-02,Delhi,cleaning,488.19,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,502.68,0.174,0,0.0,1
2024-01-02,Delhi,cleaning,483.2,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,497.46,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,506.53,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,480.45,0.245,0,0.0,1
2024-01-02,Delhi,cleaning,520.49,0.0,1,520.49,1
2024-01-02,Delhi,cleaning,499.29,0.175,0,0.0,1
2024-01-02,Delhi,cleaning,514.94,0.0,1,514.94,1
2024-01-02,Delhi,cleaning,506.68,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,509.48,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,509.78,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,517.72,0.249,1,388.59,1
2024-01-02,Delhi,cleaning,504.67,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,487.93,0.0,1,487.93,1
2024-01-02,Delhi,cleaning,479.02,0.244,1,362.34,1
2024-01-02,Delhi,cleaning,504.3,0.0,1,504.3,1
2024-01-02,Delhi,cleaning,477.36,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,486.09,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,477.08,0.0,1,477.08,1
2024-01-02,Delhi,cleaning,501.44,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,482.05,0.0,1,482.05,1
2024-01-02,Delhi,cleaning,504.51,0.185,1,411.33,1
2024-01-02,Delhi,cleaning,513.51,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,515.06,0.081,1,473.34,1
2024-01-02,Delhi,cleaning,489.5,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,501.44,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,502.14,0.0,1,502.14,1
2024-01-02,Delhi,cleaning,497.65,0.192,0,0.0,1
2024-01-02,Delhi,cleaning,506.74,0.25,0,0.0,1
2024-01-02,Delhi,cleaning,484.53,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,522.91,0.082,0,0.0,1
2024-01-02,Delhi,cleaning,478.94,0.185,0,0.0,1
2024-01-02,Delhi,cleaning,515.43,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,503.7,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,486.27,0.0,0,0.0,1
2024-01-02,Delhi,cleaning,511.26,0.0,1,511.26,1
2024-01-03,Delhi,cleaning,481.75,0.0,1,481.75,1
2024-01-03,Delhi,cleaning,520.55,0.0,1,520.55,1
2024-01-03,Delhi,cleaning,512.05,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,520.09,0.0,1,520.09,1
2024-01-03,Delhi,cleaning,519.79,0.215,1,407.83,1
2024-01-03,Delhi,cleaning,506.45,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,520.37,0.0,1,520.37,1
2024-01-03,Delhi,cleaning,494.84,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,474.23,0.0,1,474.23,1
2024-01-03,Delhi,cleaning,477.17,0.0,1,477.17,1
2024-01-03,Delhi,cleaning,479.51,0.0,1,479.51,1
2024-01-03,Delhi,cleaning,478.81,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,491.6,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,509.04,0.075,1,470.99,1
2024-01-03,Delhi,cleaning,513.5,0.087,0,0.0,1
2024-01-03,Delhi,cleaning,503.5,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,481.36,0.064,0,0.0,1
2024-01-03,Delhi,cleaning,511.37,0.061,0,0.0,1
2024-01-03,Delhi,cleaning,491.75,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,474.7,0.112,0,0.0,1
2024-01-03,Delhi,cleaning,488.05,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,490.55,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,487.73,0.0,1,487.73,1
2024-01-03,Delhi,cleaning,514.56,0.0,1,514.56,1
2024-01-03,Delhi,cleaning,511.97,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,508.76,0.0,1,508.76,1
2024-01-03,Delhi,cleaning,480.99,0.069,1,447.68,1
2024-01-03,Delhi,cleaning,514.36,0.0,1,514.36,1
2024-01-03,Delhi,cleaning,507.84,0.0,1,507.84,1
2024-01-03,Delhi,cleaning,483.77,0.171,0,0.0,1
2024-01-03,Delhi,cleaning,506.39,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,498.18,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,495.97,0.0,1,495.97,1
2024-01-03,Delhi,cleaning,479.64,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,499.91,0.186,1,407.13,1
2024-01-03,Delhi,cleaning,479.04,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,482.25,0.223,1,374.51,1
2024-01-03,Delhi,cleaning,480.66,0.123,1,421.57,1
2024-01-03,Delhi,cleaning,521.66,0.051,0,0.0,1
2024-01-03,Delhi,cleaning,488.26,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,491.77,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,490.12,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,518.87,0.148,0,0.0,1
2024-01-03,Delhi,cleaning,502.14,0.085,1,459.58,1
2024-01-03,Delhi,cleaning,519.92,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,489.02,0.066,1,456.69,1
2024-01-03,Delhi,cleaning,479.78,0.0,1,479.78,1
2024-01-03,Delhi,cleaning,501.81,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,491.29,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,514.07,0.0,1,514.07,1
2024-01-03,Delhi,cleaning,517.93,0.089,1,471.83,1
2024-01-03,Delhi,cleaning,497.63,0.055,1,470.08,1
2024-01-03,Delhi,cleaning,522.52,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,501.65,0.0,1,501.65,1
2024-01-03,Delhi,cleaning,487.57,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,498.45,0.128,0,0.0,1
2024-01-03,Delhi,cleaning,475.91,0.0,0,0.0,1
2024-01-03,Delhi,cleaning,514.17,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,520.83,0.0,1,520.83,1
2024-01-04,Delhi,cleaning,519.07,0.239,1,395.06,1
2024-01-04,Delhi,cleaning,475.07,0.138,0,0.0,1
2024-01-04,Delhi,cleaning,513.56,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,496.56,0.078,1,458.0,1
2024-01-04,Delhi,cleaning,513.45,0.0,1,513.45,1
2024-01-04,Delhi,cleaning,474.39,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,488.43,0.0,1,488.43,1
2024-01-04,Delhi,cleaning,511.54,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,513.62,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,504.97,0.0,1,504.97,1
2024-01-04,Delhi,cleaning,489.08,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,489.54,0.0,1,489.54,1
2024-01-04,Delhi,cleaning,522.29,0.18,1,428.49,1
2024-01-04,Delhi,cleaning,495.97,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,496.36,0.217,1,388.71,1
2024-01-04,Delhi,cleaning,501.61,0.155,0,0.0,1
2024-01-04,Delhi,cleaning,494.48,0.231,1,380.04,1
2024-01-04,Delhi,cleaning,501.63,0.0,1,501.63,1
2024-01-04,Delhi,cleaning,495.62,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,515.3,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,519.41,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,520.56,0.151,1,441.86,1
2024-01-04,Delhi,cleaning,502.21,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,496.11,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,509.24,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,515.88,0.152,1,437.35,1
2024-01-04,Delhi,cleaning,502.14,0.061,0,0.0,1
2024-01-04,Delhi,cleaning,508.98,0.0,1,508.98,1
2024-01-04,Delhi,cleaning,511.46,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,507.8,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,511.28,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,484.46,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,498.92,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,503.4,0.222,0,0.0,1
2024-01-04,Delhi,cleaning,474.17,0.118,1,418.01,1
2024-01-04,Delhi,cleaning,516.76,0.182,0,0.0,1
2024-01-04,Delhi,cleaning,504.49,0.0,1,504.49,1
2024-01-04,Delhi,cleaning,480.49,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,514.79,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,509.83,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,511.89,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,493.61,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,516.67,0.0,1,516.67,1
2024-01-04,Delhi,cleaning,494.71,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,502.52,0.0,1,502.52,1
2024-01-04,Delhi,cleaning,474.08,0.0,1,474.08,1
2024-01-04,Delhi,cleaning,506.23,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,509.89,0.0,1,509.89,1
2024-01-04,Delhi,cleaning,502.35,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,498.83,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,514.47,0.0,1,514.47,1
2024-01-04,Delhi,cleaning,508.05,0.051,0,0.0,1
2024-01-04,Delhi,cleaning,487.93,0.0,1,487.93,1
2024-01-04,Delhi,cleaning,521.91,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,509.34,0.088,0,0.0,1
2024-01-04,Delhi,cleaning,523.35,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,522.52,0.123,0,0.0,1
2024-01-04,Delhi,cleaning,519.9,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,511.74,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,504.46,0.186,1,410.72,1
2024-01-04,Delhi,cleaning,482.64,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,501.16,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,512.24,0.0,1,512.24,1
2024-01-04,Delhi,cleaning,500.04,0.188,0,0.0,1
2024-01-04,Delhi,cleaning,517.38,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,479.52,0.0,0,0.0,1
2024-01-04,Delhi,cleaning,493.06,0.0,1,493.06,1
2024-01-04,Delhi,cleaning,499.3,0.248,1,375.39,1
2024-01-04,Delhi,cleaning,495.62,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,516.79,0.172,1,427.82,1
2024-01-05,Delhi,cleaning,499.54,0.109,1,444.96,1
2024-01-05,Delhi,cleaning,478.55,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,509.83,0.208,1,403.72,1
2024-01-05,Delhi,cleaning,486.53,0.0,1,486.53,1
2024-01-05,Delhi,cleaning,517.78,0.114,0,0.0,1
2024-01-05,Delhi,cleaning,489.5,0.164,0,0.0,1
2024-01-05,Delhi,cleaning,484.04,0.106,0,0.0,1
2024-01-05,Delhi,cleaning,478.28,0.061,0,0.0,1
2024-01-05,Delhi,cleaning,499.58,0.198,1,400.87,1
2024-01-05,Delhi,cleaning,496.54,0.0,1,496.54,1
2024-01-05,Delhi,cleaning,511.54,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,497.23,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,491.21,0.0,1,491.21,1
2024-01-05,Delhi,cleaning,487.11,0.0,1,487.11,1
2024-01-05,Delhi,cleaning,487.93,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,520.35,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,482.29,0.173,1,398.84,1
2024-01-05,Delhi,cleaning,523.36,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,490.36,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,478.46,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,486.46,0.068,1,453.16,1
2024-01-05,Delhi,cleaning,476.96,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,513.47,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,499.63,0.0,1,499.63,1
2024-01-05,Delhi,cleaning,490.87,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,507.09,0.0,1,507.09,1
2024-01-05,Delhi,cleaning,505.52,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,520.95,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,522.02,0.227,0,0.0,1
2024-01-05,Delhi,cleaning,508.02,0.099,0,0.0,1
2024-01-05,Delhi,cleaning,514.86,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,513.59,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,498.57,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,509.2,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,477.96,0.116,1,422.39,1
2024-01-05,Delhi,cleaning,511.88,0.0,1,511.88,1
2024-01-05,Delhi,cleaning,522.05,0.138,1,450.1,1
2024-01-05,Delhi,cleaning,478.29,0.0,1,478.29,1
2024-01-05,Delhi,cleaning,515.77,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,520.61,0.202,1,415.61,1
2024-01-05,Delhi,cleaning,485.34,0.248,1,364.76,1
2024-01-05,Delhi,cleaning,500.24,0.0,1,500.24,1
2024-01-05,Delhi,cleaning,520.35,0.22,0,0.0,1
2024-01-05,Delhi,cleaning,521.97,0.216,1,408.97,1
2024-01-05,Delhi,cleaning,480.43,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,491.47,0.0,1,491.47,1
2024-01-05,Delhi,cleaning,508.89,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,485.11,0.145,1,414.75,1
2024-01-05,Delhi,cleaning,490.26,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,475.21,0.153,1,402.51,1
2024-01-05,Delhi,cleaning,481.71,0.22,0,0.0,1
2024-01-05,Delhi,cleaning,502.11,0.0,1,502.11,1
2024-01-05,Delhi,cleaning,506.64,0.214,1,398.25,1
2024-01-05,Delhi,cleaning,506.43,0.0,1,506.43,1
2024-01-05,Delhi,cleaning,512.89,0.242,0,0.0,1
2024-01-05,Delhi,cleaning,494.77,0.1,0,0.0,1
2024-01-05,Delhi,cleaning,487.7,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,474.83,0.0,1,474.83,1
2024-01-05,Delhi,cleaning,484.36,0.237,1,369.44,1
2024-01-05,Delhi,cleaning,489.64,0.231,1,376.35,1
2024-01-05,Delhi,cleaning,482.94,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,475.06,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,481.91,0.0,1,481.91,1
2024-01-05,Delhi,cleaning,507.29,0.245,0,0.0,1
2024-01-05,Delhi,cleaning,505.47,0.0,1,505.47,1
2024-01-05,Delhi,cleaning,520.74,0.195,1,419.22,1
2024-01-05,Delhi,cleaning,513.88,0.209,0,0.0,1
2024-01-05,Delhi,cleaning,502.38,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,480.91,0.0,0,0.0,1
2024-01-05,Delhi,cleaning,502.2,0.0,0,0.0,1
2024-01-06,Delhi,cleaning,520.4,0.0,1,520.4,1
2024-01-07,Delhi,cleaning,482.92,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,518.05,0.0,1,518.05,1
2024-01-07,Delhi,cleaning,484.52,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,478.6,0.0,1,478.6,1
2024-01-07,Delhi,cleaning,517.75,0.0,1,517.75,1
2024-01-07,Delhi,cleaning,488.79,0.0,1,488.79,1
2024-01-07,Delhi,cleaning,495.28,0.091,1,449.98,1
2024-01-07,Delhi,cleaning,521.91,0.162,1,437.35,1
2024-01-07,Delhi,cleaning,521.17,0.157,0,0.0,1
2024-01-07,Delhi,cleaning,509.72,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,477.49,0.0,1,477.49,1
2024-01-07,Delhi,cleaning,503.66,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,523.4,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,521.3,0.0,1,521.3,1
2024-01-07,Delhi,cleaning,479.34,0.0,1,479.34,1
2024-01-07,Delhi,cleaning,493.81,0.0,1,493.81,1
2024-01-07,Delhi,cleaning,489.8,0.0,1,489.8,1
2024-01-07,Delhi,cleaning,480.52,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,508.72,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,487.72,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,491.26,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,478.56,0.0,0,0.0,1
2024-01-07,Delhi,cleaning,498.9,0.0,1,498.9,1
2024-01-07,Delhi,cleaning,481.94,0.0,1,481.94,1
2024-01-07,Delhi,cleaning,495.61,0.0,1,495.61,1
2024-01-07,Delhi,cleaning,481.2,0.0,1,481.2,1
2024-01-08,Delhi,cleaning,519.33,0.0,1,519.33,1
2024-01-08,Delhi,cleaning,478.81,0.159,1,402.48,1
2024-01-08,Delhi,cleaning,509.58,0.0,1,509.58,1
2024-01-08,Delhi,cleaning,510.37,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,519.72,0.0,1,519.72,1
2024-01-08,Delhi,cleaning,499.93,0.109,0,0.0,1
2024-01-08,Delhi,cleaning,490.1,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,515.35,0.129,0,0.0,1
2024-01-08,Delhi,cleaning,512.51,0.0,1,512.51,1
2024-01-08,Delhi,cleaning,499.02,0.243,1,377.57,1
2024-01-08,Delhi,cleaning,512.37,0.191,1,414.64,1
2024-01-08,Delhi,cleaning,487.42,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,503.47,0.167,1,419.27,1
2024-01-08,Delhi,cleaning,517.22,0.074,0,0.0,1
2024-01-08,Delhi,cleaning,489.92,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,498.18,0.106,0,0.0,1
2024-01-08,Delhi,cleaning,521.51,0.0,1,521.51,1
2024-01-08,Delhi,cleaning,513.88,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,518.31,0.086,0,0.0,1
2024-01-08,Delhi,cleaning,493.27,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,523.78,0.179,0,0.0,1
2024-01-08,Delhi,cleaning,481.66,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,499.94,0.085,0,0.0,1
2024-01-08,Delhi,cleaning,497.97,0.056,0,0.0,1
2024-01-08,Delhi,cleaning,513.89,0.0,1,513.89,1
2024-01-08,Delhi,cleaning,519.39,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,510.53,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,505.33,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,495.38,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,499.52,0.0,1,499.52,1
2024-01-08,Delhi,cleaning,499.46,0.0,1,499.46,1
2024-01-08,Delhi,cleaning,475.07,0.0,1,475.07,1
2024-01-08,Delhi,cleaning,499.15,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,516.76,0.0,1,516.76,1
2024-01-08,Delhi,cleaning,509.44,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,513.76,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,493.54,0.173,0,0.0,1
2024-01-08,Delhi,cleaning,500.45,0.0,1,500.45,1
2024-01-08,Delhi,cleaning,475.72,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,493.16,0.0,1,493.16,1
2024-01-08,Delhi,cleaning,497.72,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,486.78,0.0,1,486.78,1
2024-01-08,Delhi,cleaning,475.61,0.0,1,475.61,1
2024-01-08,Delhi,cleaning,508.5,0.0,1,508.5,1
2024-01-08,Delhi,cleaning,495.76,0.115,0,0.0,1
2024-01-08,Delhi,cleaning,494.79,0.0,1,494.79,1
2024-01-08,Delhi,cleaning,486.52,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,500.89,0.187,0,0.0,1
2024-01-08,Delhi,cleaning,495.91,0.231,0,0.0,1
2024-01-08,Delhi,cleaning,497.7,0.109,1,443.45,1
2024-01-08,Delhi,cleaning,503.04,0.0,1,503.04,1
2024-01-08,Delhi,cleaning,474.37,0.0,0,0.0,1
2024-01-08,Delhi,cleaning,519.34,0.0,1,519.34,1
2024-01-09,Delhi,cleaning,486.16,0.0,0,0.0,1
