city,job_type,week,available_partner_hours
Delhi,appliance_repair,2024-01-15,1005.0
Delhi,appliance_repair,2024-01-22,967.8
Delhi,appliance_repair,2024-01-29,1039.0
Delhi,appliance_repair,2024-02-05,1051.4
Delhi,appliance_repair,2024-02-12,826.2
Delhi,appliance_repair,2024-02-19,922.8
Delhi,appliance_repair,2024-02-26,947.3
Delhi,appliance_repair,2024-03-04,851.2
Delhi,appliance_repair,2024-03-11,896.7
Delhi,appliance_repair,2024-03-18,1053.0
Delhi,appliance_repair,2024-03-25,819.9
Delhi,appliance_repair,2024-04-01,924.6
Delhi,appliance_repair,2024-04-08,1018.2
Delhi,appliance_repair,2024-04-15,893.7
Delhi,appliance_repair,2024-04-22,931.2
Delhi,appliance_repair,2024-04-29,1050.7
Delhi,appliance_repair,2024-05-06,930.0
Delhi,appliance_repair,2024-05-13,847.4
Delhi,appliance_repair,2024-05-20,828.4
Delhi,appliance_repair,2024-05-27,1042.9
Delhi,appliance_repair,2024-06-03,879.8
Delhi,appliance_repair,2024-06-10,937.0
Delhi,appliance_repair,2024-06-17,837.8
Delhi,appliance_repair,2024-06-24,917.7
Delhi,appliance_repair,2024-07-01,1039.2
Delhi,appliance_repair,2024-07-08,936.6
Delhi,appliance_repair,2024-07-15,1049.1
Delhi,appliance_repair,2024-07-22,878.1
Delhi,appliance_repair,2024-07-29,937.1
Delhi,appliance_repair,2024-08-05,1022.3
Delhi,appliance_repair,2024-08-12,923.6
Delhi,appliance_repair,2024-08-19,883.1
Delhi,appliance_repair,2024-08-26,1021.3
Delhi,appliance_repair,2024-09-02,909.6
Delhi,appliance_repair,2024-09-09,943.4
Delhi,appliance_repair,2024-09-16,1050.4
Delhi,appliance_repair,2024-09-23,860.8
Delhi,appliance_repair,2024-09-30,888.3
Delhi,appliance_repair,2024-10-07,823.5
Delhi,appliance_repair,2024-10-14,910.0
Delhi,appliance_repair,2024-10-21,864.0
Delhi,appliance_repair,2024-10-28,979.2
Delhi,appliance_repair,2024-11-04,859.5
Delhi,appliance_repair,2024-11-11,978.0
Delhi,appliance_repair,2024-11-18,879.2
Delhi,appliance_repair,2024-11-25,901.3
Delhi,appliance_repair,2024-12-02,899.7
Delhi,appliance_repair,2024-12-09,988.0
Delhi,appliance_repair,2024-12-16,928.0
Delhi,appliance_repair,2024-12-23,902.7
Delhi,salon_at_home,2024-01-01,1243.9
Delhi,salon_at_home,2024-01-08,1161.8
Delhi,salon_at_home,2024-01-15,1057.0
Delhi,salon_at_home,2024-01-22,1257.8
Delhi,salon_at_home,2024-01-29,1094.7
Delhi,salon_at_home,2024-02-05,1005.9
Delhi,salon_at_home,2024-02-12,1139.2
Delhi,salon_at_home,2024-02-19,1030.8
Delhi,salon_at_home,2024-02-26,1064.3
Delhi,salon_at_home,2024-03-04,1213.0
Delhi,salon_at_home,2024-03-11,1032.7
Delhi,salon_at_home,2024-03-18,1230.5
Delhi,salon_at_home,2024-03-25,1268.5
Delhi,salon_at_home,2024-04-01,1171.9
Delhi,salon_at_home,2024-04-08,1202.3
Delhi,salon_at_home,2024-04-15,1203.2
Delhi,salon_at_home,2024-04-22,1284.9
Delhi,salon_at_home,2024-04-29,1094.4
Delhi,salon_at_home,2024-05-06,1042.1
Delhi,salon_at_home,2024-05-13,1146.4
Delhi,salon_at_home,2024-05-20,1150.5
Delhi,salon_at_home,2024-05-27,1046.5
Delhi,salon_at_home,2024-06-03,1173.8
Delhi,salon_at_home,2024-06-10,998.6
Delhi,salon_at_home,2024-06-17,1265.8
Delhi,salon_at_home,2024-06-24,1071.9
Delhi,salon_at_home,2024-07-01,1006.1
Delhi,salon_at_home,2024-07-08,1026.2
Delhi,salon_at_home,2024-07-15,1064.8
Delhi,salon_at_home,2024-07-22,1074.6
Delhi,salon_at_home,2024-07-29,1004.1
Delhi,salon_at_home,2024-08-05,1076.2
Delhi,salon_at_home,2024-08-12,1050.9
Delhi,salon_at_home,2024-08-19,1105.2
Delhi,salon_at_home,2024-08-26,1107.2
Delhi,salon_at_home,2024-09-02,1093.7
Delhi,salon_at_home,2024-09-09,1090.4
Delhi,salon_at_home,2024-09-16,1020.7
Delhi,salon_at_home,2024-09-23,1001.9
Delhi,salon_at_home,2024-09-30,1053.6
Delhi,salon_at_home,2024-10-07,1215.8
Delhi,salon_at_home,2024-10-14,1284.3
Delhi,salon_at_home,2024-10-21,1266.1
Delhi,salon_at_home,2024-10-28,1142.0
Delhi,salon_at_home,2024-11-04,1150.1
Delhi,salon_at_home,2024-11-11,1086.5
Delhi,salon_at_home,2024-11-18,1220.9
Delhi,salon_at_home,2024-11-25,1218.2
Delhi,salon_at_home,2024-12-02,1241.4
Delhi,salon_at_home,2024-12-09,1256.4
Delhi,salon_at_home,2024-12-16,1121.5
Delhi,salon_at_home,2024-12-23,1218.8
Delhi,plumbing,2024-01-01,694.1
Delhi,plumbing,2024-01-08,611.9
Delhi,plumbing,2024-01-15,714.3
Delhi,plumbing,2024-01-22,576.6
Delhi,plumbing,2024-01-29,725.1
Delhi,plumbing,2024-02-05,688.1
Delhi,plumbing,2024-02-12,576.4
Delhi,plumbing,2024-02-19,669.3
Delhi,plumbing,2024-02-26,566.6
Delhi,plumbing,2024-03-04,688.1
Delhi,plumbing,2024-03-11,692.9
Delhi,plumbing,2024-03-18,660.4
Delhi,plumbing,2024-03-25,702.4
Delhi,plumbing,2024-04-01,577.2
Delhi,plumbing,2024-04-08,606.5
Delhi,plumbing,2024-04-15,629.3
Delhi,plumbing,2024-04-22,568.0
Delhi,plumbing,2024-04-29,635.0
Delhi,plumbing,2024-05-06,604.8
Delhi,plumbing,2024-05-13,625.8
Delhi,plumbing,2024-05-20,631.1
Delhi,plumbing,2024-05-27,706.1
Delhi,plumbing,2024-06-03,605.6
Delhi,plumbing,2024-06-10,708.5
Delhi,plumbing,2024-06-17,631.3
Delhi,plumbing,2024-06-24,615.1
Delhi,plumbing,2024-07-01,643.9
Delhi,plumbing,2024-07-08,629.9
Delhi,plumbing,2024-07-15,603.5
Delhi,plumbing,2024-07-22,643.9
Delhi,plumbing,2024-07-29,586.0
Delhi,plumbing,2024-08-05,619.1
Delhi,plumbing,2024-08-12,654.4
Delhi,plumbing,2024-08-19,629.2
Delhi,plumbing,2024-08-26,696.9
Delhi,plumbing,2024-09-02,603.4
Delhi,plumbing,2024-09-09,721.0
Delhi,plumbing,2024-09-16,690.5
Delhi,plumbing,2024-09-23,720.7
Delhi,plumbing,2024-09-30,699.3
Delhi,plumbing,2024-10-07,584.4
Delhi,plumbing,2024-10-14,647.9
Delhi,plumbing,2024-10-21,589.0
Delhi,plumbing,2024-10-28,696.0
Delhi,plumbing,2024-11-04,657.4
Delhi,plumbing,2024-11-11,604.5
Delhi,plumbing,2024-11-18,714.4
Delhi,plumbing,2024-11-25,580.0
Delhi,plumbing,2024-12-02,654.0
Delhi,plumbing,2024-12-09,680.0
Delhi,plumbing,2024-12-16,570.7
Delhi,plumbing,2024-12-23,659.6
Delhi,pest_control,2024-01-01,1201.5
Delhi,pest_control,2024-01-08,988.2
Delhi,pest_control,2024-01-15,1115.0
Delhi,pest_control,2024-01-22,1042.7
Delhi,pest_control,2024-01-29,1157.9
Delhi,pest_control,2024-02-05,1002.8
Delhi,pest_control,2024-02-12,1236.1
Delhi,pest_control,2024-02-19,1224.0
Delhi,pest_control,2024-02-26,1022.0
Delhi,pest_control,2024-03-04,1061.1
Delhi,pest_control,2024-03-11,1136.5
Delhi,pest_control,2024-03-18,1173.6
Delhi,pest_control,2024-03-25,1095.2
Delhi,pest_control,2024-04-01,1013.5
Delhi,pest_control,2024-04-08,998.7
Delhi,pest_control,2024-04-15,1253.9
Delhi,pest_control,2024-04-22,1098.8
Delhi,pest_control,2024-04-29,1217.7
Delhi,pest_control,2024-05-06,1106.5
Delhi,pest_control,2024-05-13,1231.9
Delhi,pest_control,2024-05-20,994.0
Delhi,pest_control,2024-05-27,1001.5
Delhi,pest_control,2024-06-03,1233.9
Delhi,pest_control,2024-06-10,1239.0
Delhi,pest_control,2024-06-17,1058.7
Delhi,pest_control,2024-06-24,1070.2
Delhi,pest_control,2024-07-01,1097.9
Delhi,pest_control,2024-07-08,1087.6
Delhi,pest_control,2024-07-15,1023.2
Delhi,pest_control,2024-07-22,1225.0
Delhi,pest_control,2024-07-29,1041.2
Delhi,pest_control,2024-08-05,1170.0
Delhi,pest_control,2024-08-12,988.1
Delhi,pest_control,2024-08-19,980.0
Delhi,pest_control,2024-08-26,1155.3
Delhi,pest_control,2024-09-02,1065.6
Delhi,pest_control,2024-09-09,1155.8
Delhi,pest_control,2024-09-16,995.8
Delhi,pest_control,2024-09-23,1239.7
Delhi,pest_control,2024-09-30,1182.3
Delhi,pest_control,2024-10-07,1218.7
Delhi,pest_control,2024-10-14,1007.9
Delhi,pest_control,2024-10-21,1060.2
Delhi,pest_control,2024-10-28,1074.0
Delhi,pest_control,2024-11-04,1122.1
Delhi,pest_control,2024-11-11,1053.6
Delhi,pest_control,2024-11-18,986.3
Delhi,pest_control,2024-11-25,1074.1
Delhi,pest_control,2024-12-02,1041.5
Delhi,pest_control,2024-12-09,1079.0
Delhi,pest_control,2024-12-16,1025.1
Delhi,pest_control,2024-12-23,1043.6
Hyderabad,cleaning,2024-01-01,1177.9
Hyderabad,cleaning,2024-01-08,1108.0
Hyderabad,cleaning,2024-01-15,1095.5
Hyderabad,cleaning,2024-01-22,1150.7
Hyderabad,cleaning,2024-01-29,1220.3
Hyderabad,cleaning,2024-02-05,1105.3
Hyderabad,cleaning,2024-02-12,1166.3
Hyderabad,cleaning,2024-02-19,1277.1
Hyderabad,cleaning,2024-02-26,1147.2
Hyderabad,cleaning,2024-03-04,1260.6
Hyderabad,cleaning,2024-03-11,1226.6
Hyderabad,cleaning,2024-03-18,1011.7
Hyderabad,cleaning,2024-03-25,1120.0
Hyderabad,cleaning,2024-04-01,1198.8
Hyderabad,cleaning,2024-04-08,1283.1
Hyderabad,cleaning,2024-04-15,1128.6
Hyderabad,cleaning,2024-04-22,1021.6
Hyderabad,cleaning,2024-04-29,1158.9
Hyderabad,cleaning,2024-05-06,1031.5
Hyderabad,cleaning,2024-05-13,1214.3
Hyderabad,cleaning,2024-05-20,1143.0
Hyderabad,cleaning,2024-05-27,1206.1
Hyderabad,cleaning,2024-06-03,1248.8
Hyderabad,cleaning,2024-06-10,1178.5
Hyderabad,cleaning,2024-06-17,1173.6
Hyderabad,cleaning,2024-06-24,1215.2
Hyderabad,cleaning,2024-07-01,1240.9
Hyderabad,cleaning,2024-07-08,1248.7
Hyderabad,cleaning,2024-07-15,1005.2
Hyderabad,cleaning,2024-07-22,1157.2
Hyderabad,cleaning,2024-07-29,1057.8
Hyderabad,cleaning,2024-08-05,1246.2
Hyderabad,cleaning,2024-08-12,1184.2
Hyderabad,cleaning,2024-08-19,1117.4
Hyderabad,cleaning,2024-08-26,1049.5
Hyderabad,cleaning,2024-09-02,1093.7
Hyderabad,cleaning,2024-09-09,1200.4
Hyderabad,cleaning,2024-09-16,1054.3
Hyderabad,cleaning,2024-09-23,1021.9
Hyderabad,cleaning,2024-09-30,1254.2
Hyderabad,cleaning,2024-10-07,1218.0
Hyderabad,cleaning,2024-10-14,1052.9
Hyderabad,cleaning,2024-10-21,1080.0
Hyderabad,cleaning,2024-10-28,1278.8
Hyderabad,cleaning,2024-11-04,1201.6
Hyderabad,cleaning,2024-11-11,1173.1
Hyderabad,cleaning,2024-11-18,1084.5
Hyderabad,cleaning,2024-11-25,1082.0
Hyderabad,cleaning,2024-12-02,1006.1
Hyderabad,cleaning,2024-12-09,1207.6
Hyderabad,cleaning,2024-12-16,1007.1
Hyderabad,cleaning,2024-12-23,995.9
Hyderabad,appliance_repair,2024-01-01,991.1
Hyderabad,appliance_repair,2024-01-08,1043.7
Hyderabad,appliance_repair,2024-01-15,997.6
Hyderabad,appliance_repair,2024-01-22,929.2
Hyderabad,appliance_repair,2024-01-29,932.7
Hyderabad,appliance_repair,2024-02-05,920.7
Hyderabad,appliance_repair,2024-02-12,893.9
Hyderabad,appliance_repair,2024-02-19,941.2
Hyderabad,appliance_repair,2024-02-26,919.5
Hyderabad,appliance_repair,2024-03-04,959.6
Hyderabad,appliance_repair,2024-03-11,1031.5
Hyderabad,appliance_repair,2024-03-18,1054.8
Hyderabad,appliance_repair,2024-03-25,834.9
Hyderabad,appliance_repair,2024-04-01,908.3
Hyderabad,appliance_repair,2024-04-08,859.4
Hyderabad,appliance_repair,2024-04-15,900.5
Hyderabad,appliance_repair,2024-04-22,885.0
Hyderabad,appliance_repair,2024-04-29,857.9
Hyderabad,appliance_repair,2024-05-06,999.4
Hyderabad,appliance_repair,2024-05-13,935.1
Hyderabad,appliance_repair,2024-05-20,1036.6
Hyderabad,appliance_repair,2024-05-27,823.8
Hyderabad,appliance_repair,2024-06-03,832.1
Hyderabad,appliance_repair,2024-06-10,912.8
Hyderabad,appliance_repair,2024-06-17,835.3
Hyderabad,appliance_repair,2024-06-24,879.1
Hyderabad,appliance_repair,2024-07-01,1052.6
Hyderabad,appliance_repair,2024-07-08,866.2
Hyderabad,appliance_repair,2024-07-15,863.5
Hyderabad,appliance_repair,2024-07-22,953.7
Hyderabad,appliance_repair,2024-07-29,935.5
Hyderabad,appliance_repair,2024-08-05,955.3
Hyderabad,appliance_repair,2024-08-12,906.4
Hyderabad,appliance_repair,2024-08-19,1014.4
Hyderabad,appliance_repair,2024-08-26,849.3
Hyderabad,appliance_repair,2024-09-02,918.8
Hyderabad,appliance_repair,2024-09-09,981.5
Hyderabad,appliance_repair,2024-09-16,1024.4
Hyderabad,appliance_repair,2024-09-23,904.7
Hyderabad,appliance_repair,2024-09-30,952.3
Hyderabad,appliance_repair,2024-10-07,832.6
Hyderabad,appliance_repair,2024-10-14,856.9
Hyderabad,appliance_repair,2024-10-21,832.6
Hyderabad,appliance_repair,2024-10-28,990.7
Hyderabad,appliance_repair,2024-11-04,885.1
Hyderabad,appliance_repair,2024-11-11,989.7
Hyderabad,appliance_repair,2024-11-18,831.9
Hyderabad,appliance_repair,2024-11-25,1023.0
Hyderabad,appliance_repair,2024-12-02,1016.5
Hyderabad,appliance_repair,2024-12-09,837.3
Hyderabad,appliance_repair,2024-12-16,821.7
Hyderabad,appliance_repair,2024-12-23,829.5
Hyderabad,salon_at_home,2024-01-01,1276.1
Hyderabad,salon_at_home,2024-01-08,1090.4
Hyderabad,salon_at_home,2024-01-15,1184.5
Hyderabad,salon_at_home,2024-01-22,1147.9
Hyderabad,salon_at_home,2024-01-29,1258.7
Hyderabad,salon_at_home,2024-02-05,1166.7
Hyderabad,salon_at_home,2024-02-12,1170.2
Hyderabad,salon_at_home,2024-02-19,1316.7
Hyderabad,salon_at_home,2024-02-26,1065.0
Hyderabad,salon_at_home,2024-03-04,1269.2
Hyderabad,salon_at_home,2024-03-11,1035.5
Hyderabad,salon_at_home,2024-03-18,1163.3
Hyderabad,salon_at_home,2024-03-25,1285.9
Hyderabad,salon_at_home,2024-04-01,1219.6
Hyderabad,salon_at_home,2024-04-08,1225.6
Hyderabad,salon_at_home,2024-04-15,1099.0
Hyderabad,salon_at_home,2024-04-22,1145.6
Hyderabad,salon_at_home,2024-04-29,1130.0
Hyderabad,salon_at_home,2024-05-06,1176.4
Hyderabad,salon_at_home,2024-05-13,1158.7
Hyderabad,salon_at_home,2024-05-20,1118.1
Hyderabad,salon_at_home,2024-05-27,1111.6
Hyderabad,salon_at_home,2024-06-03,1095.3
Hyderabad,salon_at_home,2024-06-10,1129.5
Hyderabad,salon_at_home,2024-06-17,1065.0
Hyderabad,salon_at_home,2024-06-24,1281.6
Hyderabad,salon_at_home,2024-07-01,1200.6
Hyderabad,salon_at_home,2024-07-08,1060.1
Hyderabad,salon_at_home,2024-07-15,1228.2
Hyderabad,salon_at_home,2024-07-22,1274.3
Hyderabad,salon_at_home,2024-07-29,1091.3
Hyderabad,salon_at_home,2024-08-05,1065.2
Hyderabad,salon_at_home,2024-08-12,1022.6
Hyderabad,salon_at_home,2024-08-19,1034.2
Hyderabad,salon_at_home,2024-08-26,1248.7
Hyderabad,salon_at_home,2024-09-02,1316.2
Hyderabad,salon_at_home,2024-09-09,1033.5
Hyderabad,salon_at_home,2024-09-16,1244.4
Hyderabad,salon_at_home,2024-09-23,1041.6
Hyderabad,salon_at_home,2024-09-30,1197.6
Hyderabad,salon_at_home,2024-10-07,1246.8
Hyderabad,salon_at_home,2024-10-14,1127.8
Hyderabad,salon_at_home,2024-10-21,1023.3
Hyderabad,salon_at_home,2024-10-28,1198.6
Hyderabad,salon_at_home,2024-11-04,1317.4
Hyderabad,salon_at_home,2024-11-11,1097.3
Hyderabad,salon_at_home,2024-11-18,1076.8
Hyderabad,salon_at_home,2024-11-25,1057.2
Hyderabad,salon_at_home,2024-12-02,1186.6
Hyderabad,salon_at_home,2024-12-09,1198.9
Hyderabad,salon_at_home,2024-12-16,1257.7
Hyderabad,salon_at_home,2024-12-23,1245.9
Hyderabad,plumbing,2024-01-01,772.7
Hyderabad,plumbing,2024-01-08,757.0
Hyderabad,plumbing,2024-01-15,656.5
Hyderabad,plumbing,2024-01-22,712.1
Hyderabad,plumbing,2024-01-29,665.5
Hyderabad,plumbing,2024-02-05,671.4
Hyderabad,plumbing,2024-02-12,779.7
Hyderabad,plumbing,2024-02-19,734.7
Hyderabad,plumbing,2024-02-26,787.4
Hyderabad,plumbing,2024-03-04,687.0
Hyderabad,plumbing,2024-03-11,708.7
Hyderabad,plumbing,2024-03-18,699.7
Hyderabad,plumbing,2024-03-25,631.3
Hyderabad,plumbing,2024-04-01,654.6
Hyderabad,plumbing,2024-04-08,707.0
Hyderabad,plumbing,2024-04-15,624.1
Hyderabad,plumbing,2024-04-22,779.7
Hyderabad,plumbing,2024-04-29,634.3
Hyderabad,plumbing,2024-05-06,647.6
Hyderabad,plumbing,2024-05-13,749.8
Hyderabad,plumbing,2024-05-20,629.4
Hyderabad,plumbing,2024-05-27,774.1
Hyderabad,plumbing,2024-06-03,742.6
Hyderabad,plumbing,2024-06-10,624.4
Hyderabad,plumbing,2024-06-17,736.5
Hyderabad,plumbing,2024-06-24,725.7
Hyderabad,plumbing,2024-07-01,748.3
Hyderabad,plumbing,2024-07-08,761.1
Hyderabad,plumbing,2024-07-15,741.3
Hyderabad,plumbing,2024-07-22,717.5
Hyderabad,plumbing,2024-07-29,670.0
Hyderabad,plumbing,2024-08-05,737.5
Hyderabad,plumbing,2024-08-12,784.3
Hyderabad,plumbing,2024-08-19,717.8
Hyderabad,plumbing,2024-08-26,731.6
Hyderabad,plumbing,2024-09-02,690.7
Hyderabad,plumbing,2024-09-09,748.1
Hyderabad,plumbing,2024-09-16,791.6
Hyderabad,plumbing,2024-09-23,640.9
Hyderabad,plumbing,2024-09-30,648.4
Hyderabad,plumbing,2024-10-07,709.1
Hyderabad,plumbing,2024-10-14,698.6
Hyderabad,plumbing,2024-10-21,714.9
Hyderabad,plumbing,2024-10-28,620.8
Hyderabad,plumbing,2024-11-04,684.8
Hyderabad,plumbing,2024-11-11,716.9
Hyderabad,plumbing,2024-11-18,717.3
Hyderabad,plumbing,2024-11-25,730.3
Hyderabad,plumbing,2024-12-02,741.6
Hyderabad,plumbing,2024-12-09,727.5
Hyderabad,plumbing,2024-12-16,754.2
Hyderabad,plumbing,2024-12-23,724.5
Hyderabad,pest_control,2024-01-01,1181.3
Hyderabad,pest_control,2024-01-08,1201.9
Hyderabad,pest_control,2024-01-15,1050.4
Hyderabad,pest_control,2024-01-22,1101.9
Hyderabad,pest_control,2024-01-29,1178.2
Hyderabad,pest_control,2024-02-05,1281.9
Hyderabad,pest_control,2024-02-12,1223.7
Hyderabad,pest_control,2024-02-19,1047.1
Hyderabad,pest_control,2024-02-26,1197.7
Hyderabad,pest_control,2024-03-04,1086.5
Hyderabad,pest_control,2024-03-11,1240.2
Hyderabad,pest_control,2024-03-18,1268.2
Hyderabad,pest_control,2024-03-25,1198.0
Hyderabad,pest_control,2024-04-01,1197.4
Hyderabad,pest_control,2024-04-08,1121.6
Hyderabad,pest_control,2024-04-15,1153.9
Hyderabad,pest_control,2024-04-22,1279.2
Hyderabad,pest_control,2024-04-29,1237.0
Hyderabad,pest_control,2024-05-06,1175.9
Hyderabad,pest_control,2024-05-13,1130.5
Hyderabad,pest_control,2024-05-20,1035.1
Hyderabad,pest_control,2024-05-27,1062.9
Hyderabad,pest_control,2024-06-03,1077.9
Hyderabad,pest_control,2024-06-10,1132.0
Hyderabad,pest_control,2024-06-17,1303.2
Hyderabad,pest_control,2024-06-24,1171.5
Hyderabad,pest_control,2024-07-01,1090.5
Hyderabad,pest_control,2024-07-08,1051.7
Hyderabad,pest_control,2024-07-15,1121.5
Hyderabad,pest_control,2024-07-22,1264.7
Hyderabad,pest_control,2024-07-29,1135.0
Hyderabad,pest_control,2024-08-05,1251.8
Hyderabad,pest_control,2024-08-12,1260.8
Hyderabad,pest_control,2024-08-19,1053.2
Hyderabad,pest_control,2024-08-26,1202.6
Hyderabad,pest_control,2024-09-02,1307.7
Hyderabad,pest_control,2024-09-09,1140.6
Hyderabad,pest_control,2024-09-16,1035.3
Hyderabad,pest_control,2024-09-23,1297.0
Hyderabad,pest_control,2024-09-30,1285.1
Hyderabad,pest_control,2024-10-07,1176.6
Hyderabad,pest_control,2024-10-14,1185.7
Hyderabad,pest_control,2024-10-21,1083.5
Hyderabad,pest_control,2024-10-28,1265.8
Hyderabad,pest_control,2024-11-04,1169.6
Hyderabad,pest_control,2024-11-11,1030.2
Hyderabad,pest_control,2024-11-18,1224.9
Hyderabad,pest_control,2024-11-25,1305.1
Hyderabad,pest_control,2024-12-02,1268.7
Hyderabad,pest_control,2024-12-09,1103.2
Hyderabad,pest_control,2024-12-16,1036.0
Hyderabad,pest_control,2024-12-23,1302.1
